"NUCAN";"CODE";"INSCRITS";"VOTANTS";"EXPRIMÃ‰S";"PC";"EXG";"SOC";"RDG";"DVG";"UDF";"RPR";"DVD";"FN";"ECO";"CodeDpt";"CodeCanton";"IDCanton"
"2200000000020";7852;4898;4178;4027;1738;0;0;0;0;2289;0;0;0;0;"22";"02";"2202"
"2200000000030";7852;3824;3272;3194;1570;0;0;0;0;1624;0;0;0;0;"22";"03";"2203"
"2200000000080";7852;6721;6061;5999;0;0;3099;0;0;0;2900;0;0;0;"22";"08";"2208"
"2200000000120";7852;15127;11406;11100;0;0;5454;0;0;5646;0;0;0;0;"22";"12";"2212"
"2200000000220";7852;10366;8243;8081;0;0;4420;0;0;0;0;3661;0;0;"22";"22";"2222"
"2200000000230";7852;4675;4063;4000;2066;0;0;0;0;0;1934;0;0;0;"22";"23";"2223"
"2200000000260";7852;8118;6988;6889;0;0;3616;0;0;0;3273;0;0;0;"22";"26";"2226"
"2200000000280";7852;14856;10930;10719;0;0;5427;0;0;0;0;5292;0;0;"22";"28";"2228"
"2200000000290";7852;18030;13330;12972;0;0;6077;0;0;0;0;6895;0;0;"22";"29";"2229"
"2200000000330";7852;7191;6248;6074;3075;0;0;0;0;0;2999;0;0;0;"22";"33";"2233"
"2200000000370";7852;6668;5507;5415;0;0;2916;0;0;2499;0;0;0;0;"22";"37";"2237"
"2200000000390";7852;5407;4399;4293;0;0;2254;0;0;0;2039;0;0;0;"22";"39";"2239"
"2200000000400";7852;5282;4731;4663;0;0;2349;0;0;2314;0;0;0;0;"22";"40";"2240"
"2200000000430";7852;7829;6767;6613;0;0;3232;0;0;3381;0;0;0;0;"22";"43";"2243"
"2200000000460";7852;4048;3487;3368;1622;0;0;0;0;0;0;1746;0;0;"22";"46";"2246"
"2200000000490";7852;12375;9757;9423;0;0;5140;0;0;0;4283;0;0;0;"22";"49";"2249"
"2200000000500";7852;12060;8913;8504;3735;0;0;0;0;0;0;4769;0;0;"22";"50";"2250"
"2200000000520";7852;11353;7750;7446;0;0;3656;0;0;0;3790;0;0;0;"22";"52";"2252"
"2300000000060";7852;5503;4387;4305;0;0;1936;0;0;0;0;2369;0;0;"23";"06";"2306"
"2300000000070";7852;5678;4481;4338;0;0;2201;0;0;0;2137;0;0;0;"23";"07";"2307"
"2300000000090";7852;3709;2926;2876;1501;0;0;0;0;0;0;1375;0;0;"23";"09";"2309"
"2300000000100";7852;4032;3128;3062;0;0;1525;0;0;0;0;1537;0;0;"23";"10";"2310"
"2300000000230";7852;2084;1841;1825;0;0;956;0;0;0;0;869;0;0;"23";"23";"2323"
"2300000000260";7852;4703;3447;3284;0;0;1556;0;0;0;0;1728;0;0;"23";"26";"2326"
"2400000000010";7852;2948;2439;2296;0;0;1326;0;0;0;0;970;0;0;"24";"01";"2401"
"2400000000030";7852;14812;11510;10977;0;0;5523;0;0;0;0;5454;0;0;"24";"03";"2403"
"2400000000040";7852;5277;4220;4058;0;0;0;2164;0;0;1894;0;0;0;"24";"04";"2404"
"2400000000060";7852;3613;3027;2872;0;0;1669;0;0;0;0;1203;0;0;"24";"06";"2406"
"2400000000130";7852;3832;3366;3298;0;0;0;1769;0;0;1529;0;0;0;"24";"13";"2413"
"2400000000150";7852;4809;4236;4118;2024;0;0;0;0;0;2094;0;0;0;"24";"15";"2415"
"2400000000160";7852;7223;5671;5456;0;0;2787;0;0;2669;0;0;0;0;"24";"16";"2416"
"2400000000170";7852;6536;5418;5182;0;0;2653;0;2516;0;13;0;0;0;"24";"17";"2417"
"2400000000180";7852;5400;4453;4280;1954;0;0;0;0;2326;0;0;0;0;"24";"18";"2418"
"2400000000210";7852;3822;3221;3128;0;0;1556;0;0;0;0;1572;0;0;"24";"21";"2421"
"2400000000220";7852;6419;5510;5369;0;0;2835;0;0;0;2534;0;0;0;"24";"22";"2422"
"2400000000260";7852;7731;6610;6436;3680;0;0;0;0;0;0;2756;0;0;"24";"26";"2426"
"2400000000350";7852;2946;2544;2432;0;0;1244;0;0;0;0;1188;0;0;"24";"35";"2435"
"2400000000360";7852;10897;8635;8320;4282;0;0;0;0;0;4038;0;0;0;"24";"36";"2436"
"2400000000370";7852;6113;4814;4642;0;0;2711;0;0;0;0;1931;0;0;"24";"37";"2437"
"2400000000380";7852;6137;4475;4279;0;0;2544;0;0;1735;0;0;0;0;"24";"38";"2438"
"2400000000430";7852;4132;3575;3517;0;0;1698;0;0;0;0;1819;0;0;"24";"43";"2443"
"2400000000440";7852;4299;3623;3523;0;0;0;1718;0;0;0;1805;0;0;"24";"44";"2444"
"2400000000480";7852;10316;8071;7641;0;0;4092;0;0;0;3549;0;0;0;"24";"48";"2448"
"2400000000490";7852;11579;8734;8294;3701;0;0;0;0;0;4593;0;0;0;"24";"49";"2449"
"2400000000500";7852;14169;10080;9476;0;0;4924;0;0;4552;0;0;0;0;"24";"50";"2450"
"2500000000140";7852;15750;9672;9276;0;0;4068;0;0;0;5208;0;0;0;"25";"14";"2514"
"2500000000150";7852;3847;3111;2931;0;0;0;0;0;1470;0;1461;0;0;"25";"15";"2515"
"2500000000160";7852;10987;8009;7816;0;0;3606;0;0;0;4210;0;0;0;"25";"16";"2516"
"2500000000180";7852;7175;5802;5647;0;0;3113;0;0;0;2534;0;0;0;"25";"18";"2518"
"2500000000190";7852;4794;4001;3905;0;0;0;0;0;0;2007;1898;0;0;"25";"19";"2519"
"2500000000200";7852;17887;11463;10948;0;0;0;4099;0;6849;0;0;0;0;"25";"20";"2520"
"2500000000210";7852;9230;7066;6859;0;0;3465;0;0;0;3394;0;0;0;"25";"21";"2521"
"2500000000230";7852;3091;2553;2447;0;0;1262;0;0;1185;0;0;0;0;"25";"23";"2523"
"2500000000250";7852;4004;3250;3111;0;0;1159;0;0;0;0;1952;0;0;"25";"25";"2525"
"2500000000290";7852;12365;6933;6705;0;0;3102;0;0;3603;0;0;0;0;"25";"29";"2529"
"2500000000300";7852;11814;7955;7565;0;0;3759;0;0;0;3806;0;0;0;"25";"30";"2530"
"2500000000320";7852;7626;4188;4055;0;0;1858;0;0;0;2197;0;0;0;"25";"32";"2532"
"2600000000040";7852;10149;6819;6589;0;0;0;0;3545;3044;0;0;0;0;"26";"04";"2604"
"2600000000060";7852;1672;1230;1210;0;0;499;0;488;0;223;0;0;0;"26";"06";"2606"
"2600000000090";7852;4203;2958;2840;1735;0;0;0;0;1105;0;0;0;0;"26";"09";"2609"
"2600000000120";7852;4457;3388;3240;1447;0;0;0;0;1793;0;0;0;0;"26";"12";"2612"
"2600000000160";7852;10309;7397;7164;0;0;3569;0;0;3595;0;0;0;0;"26";"16";"2616"
"2600000000170";7852;1021;776;749;0;0;460;0;0;0;289;0;0;0;"26";"17";"2617"
"2600000000180";7852;8679;6473;6126;0;0;3185;0;0;0;2941;0;0;0;"26";"18";"2618"
"2600000000280";7852;10995;8130;7958;0;0;4770;0;0;0;0;3188;0;0;"26";"28";"2628"
"2600000000300";7852;10037;6625;6420;0;0;3092;0;0;0;3328;0;0;0;"26";"30";"2630"
"2600000000310";7852;8530;5570;5337;0;0;2822;0;0;2515;0;0;0;0;"26";"31";"2631"
"2600000000320";7852;12564;8604;8299;0;0;4383;0;0;0;3916;0;0;0;"26";"32";"2632"
"2600000000330";7852;12991;9558;9184;0;0;4504;0;0;4680;0;0;0;0;"26";"33";"2633"
"2600000000360";7852;8241;5225;4987;0;0;2533;0;0;0;2454;0;0;0;"26";"36";"2636"
"2700000000020";7852;10443;7498;7269;0;0;1446;0;0;0;3665;2158;0;0;"27";"02";"2702"
"2700000000030";7852;3301;2420;2342;0;0;0;866;0;1476;0;0;0;0;"27";"03";"2703"
"2700000000060";7852;5612;4010;3754;0;0;0;0;0;1697;0;2057;0;0;"27";"06";"2706"
"2700000000080";7852;5752;4341;4253;0;0;2223;0;0;2030;0;0;0;0;"27";"08";"2708"
"2700000000110";7852;8335;6142;6004;0;0;0;2992;0;0;3012;0;0;0;"27";"11";"2711"
"2700000000140";7852;7921;6053;5934;0;0;3048;0;0;0;2886;0;0;0;"27";"14";"2714"
"2700000000150";7852;6059;4324;3904;0;0;0;0;0;2223;0;1681;0;0;"27";"15";"2715"
"2700000000160";7852;13162;8287;7969;3320;0;0;0;0;4649;0;0;0;0;"27";"16";"2716"
"2700000000190";7852;4864;3346;3200;0;0;1699;0;0;1501;0;0;0;0;"27";"19";"2719"
"2700000000210";7852;8881;5814;5674;0;0;2967;0;0;0;0;2707;0;0;"27";"21";"2721"
"2700000000230";7852;4606;3476;3402;2076;0;0;0;0;1326;0;0;0;0;"27";"23";"2723"
"2700000000250";7852;6017;4150;4040;0;0;0;2060;0;1976;0;0;4;0;"27";"25";"2725"
"2700000000280";7852;7958;5718;5478;0;0;2684;0;0;0;0;2794;0;0;"27";"28";"2728"
"2700000000380";7852;11266;6941;6667;0;0;2643;0;0;0;4024;0;0;0;"27";"38";"2738"
"2700000000410";7852;7229;4758;4557;0;0;2178;0;0;2379;0;0;0;0;"27";"41";"2741"
"2700000000420";7852;7092;4875;4682;0;0;0;0;2206;2476;0;0;0;0;"27";"42";"2742"
"2800000000060";7852;6913;5348;5243;0;0;0;2659;0;0;0;2584;0;0;"28";"06";"2806"
"2800000000070";7852;10046;6490;6245;0;0;2597;0;0;0;3648;0;0;0;"28";"07";"2807"
"2800000000150";7852;6395;4693;4573;0;0;0;0;2804;1769;0;0;0;0;"28";"15";"2815"
"2800000000160";7852;6273;4890;4725;0;0;2421;0;0;2304;0;0;0;0;"28";"16";"2816"
"2800000000180";7852;16183;10776;10475;0;0;5069;0;0;5406;0;0;0;0;"28";"18";"2818"
"2800000000200";7852;11255;9066;8824;0;0;0;4239;0;0;4585;0;0;0;"28";"20";"2820"
"2800000000210";7852;4099;3449;3368;0;0;1755;0;0;0;0;1613;0;0;"28";"21";"2821"
"2800000000260";7852;15819;9912;9602;0;0;3015;0;0;0;0;6587;0;0;"28";"26";"2826"
"2800000000280";7852;11013;6693;6456;0;0;3870;0;0;2586;0;0;0;0;"28";"28";"2828"
"2800000000300";7852;10613;6444;6227;0;0;3697;0;0;0;2530;0;0;0;"28";"30";"2830"
"2900000000010";7852;3527;3026;2979;0;0;1586;0;0;1393;0;0;0;0;"29";"01";"2901"
"2900000000020";7852;6914;5205;5080;0;0;2929;0;0;0;2151;0;0;0;"29";"02";"2902"
"2900000000030";7852;16139;10456;10214;0;0;4900;0;0;0;5314;0;0;0;"29";"03";"2903"
"2900000000040";7852;14340;8354;8216;0;0;4126;0;0;0;4090;0;0;0;"29";"04";"2904"
"2900000000070";7852;12912;9941;9372;4032;0;0;0;0;0;0;5340;0;0;"29";"07";"2907"
"2900000000100";7852;18796;13090;12689;0;0;6491;0;0;0;0;6198;0;0;"29";"10";"2910"
"2900000000110";7852;12964;9423;9275;0;0;4473;0;0;0;4802;0;0;0;"29";"11";"2911"
"2900000000150";7852;13375;9625;9231;0;0;3749;0;0;5482;0;0;0;0;"29";"15";"2915"
"2900000000190";7852;9439;7232;7043;0;0;4224;0;0;2819;0;0;0;0;"29";"19";"2919"
"2900000000200";7852;11201;5399;4144;0;0;0;0;0;4144;0;0;0;0;"29";"20";"2920"
"2900000000250";7852;7161;5438;5323;0;0;2084;0;0;0;3239;0;0;0;"29";"25";"2925"
"2900000000270";7852;10932;8370;7917;0;0;0;0;0;3856;0;4061;0;0;"29";"27";"2927"
"2900000000330";7852;17112;11838;11533;0;0;5048;0;0;6485;0;0;0;0;"29";"33";"2933"
"2900000000370";7852;9428;7599;7394;0;0;4138;0;0;0;3256;0;0;0;"29";"37";"2937"
"2900000000380";7852;15691;11852;11720;0;0;1709;0;0;4932;0;5079;0;0;"29";"38";"2938"
"2900000000440";7852;17807;10496;10256;0;0;4763;0;0;5493;0;0;0;0;"29";"44";"2944"
"2900000000460";7852;12891;7289;7078;0;0;3704;0;0;3374;0;0;0;0;"29";"46";"2946"
"2900000000470";7852;15239;10044;9738;0;0;4218;0;0;0;5520;0;0;0;"29";"47";"2947"
"2900000000490";7852;16018;11632;11238;0;0;4876;0;0;0;0;6362;0;0;"29";"49";"2949"
"2900000000500";7852;11748;6450;6312;0;0;3186;0;0;3126;0;0;0;0;"29";"50";"2950"
"2900000000520";7852;15058;10129;9818;0;0;4847;0;0;0;4971;0;0;0;"29";"52";"2952"
"3000000000010";7852;8755;6891;6528;2837;0;0;0;0;0;3691;0;0;0;"30";"01";"3001"
"3000000000020";7852;13829;9768;9077;5306;0;0;0;0;0;0;3771;0;0;"30";"02";"3002"
"3000000000030";7852;18297;12632;11767;6403;0;0;0;0;0;5364;0;0;0;"30";"03";"3003"
"3000000000080";7852;2539;2111;2017;1243;0;0;0;0;0;774;0;0;0;"30";"08";"3008"
"3000000000190";7852;13726;9175;8583;0;0;4222;0;0;0;0;4361;0;0;"30";"19";"3019"
"3000000000230";7852;11198;8987;8604;4634;0;0;0;0;0;3970;0;0;0;"30";"23";"3023"
"3000000000260";7852;5973;4341;4060;0;0;2619;0;0;0;0;1441;0;0;"30";"26";"3026"
"3000000000300";7852;5760;4313;4065;0;0;2273;0;0;0;1792;0;0;0;"30";"30";"3030"
"3000000000320";7852;11382;8524;7814;0;0;3555;0;4259;0;0;0;0;0;"30";"32";"3032"
"3000000000350";7852;10297;8036;7746;0;0;3579;0;0;4167;0;0;0;0;"30";"35";"3035"
"3000000000380";7852;4455;3605;3506;0;0;1214;794;0;0;0;1498;0;0;"30";"38";"3038"
"3000000000390";7852;5975;4523;4331;0;0;2676;0;0;0;1655;0;0;0;"30";"39";"3039"
"3000000000420";7852;11502;6648;6274;0;0;2279;0;0;3969;0;0;26;0;"30";"42";"3042"
"3000000000430";7852;8363;5339;5103;0;0;2263;0;0;0;2840;0;0;0;"30";"43";"3043"
"3100000000060";7852;4764;3926;3781;0;0;1816;0;0;1965;0;0;0;0;"31";"06";"3106"
"3100000000100";7852;14742;10189;9727;0;0;5568;0;0;0;0;4159;0;0;"31";"10";"3110"
"3100000000110";7852;7153;5506;5321;0;0;3255;0;0;0;2066;0;0;0;"31";"11";"3111"
"3100000000160";7852;4397;3686;3616;0;0;1839;0;0;0;0;1777;0;0;"31";"16";"3116"
"3100000000190";7852;7509;5596;5300;0;0;2104;0;0;3196;0;0;0;0;"31";"19";"3119"
"3100000000230";7852;33679;23142;22036;0;0;11777;0;0;10259;0;0;0;0;"31";"23";"3123"
"3100000000250";7852;8169;6321;6077;0;0;3710;0;0;2367;0;0;0;0;"31";"25";"3125"
"3100000000290";7852;15546;10115;9707;0;0;5454;0;0;0;4253;0;0;0;"31";"29";"3129"
"3100000000350";7852;19030;10618;10294;0;0;5046;0;0;0;5248;0;0;0;"31";"35";"3135"
"3100000000420";7852;16568;9902;9614;0;0;4915;0;0;0;4699;0;0;0;"31";"42";"3142"
"3100000000470";7852;26629;16017;15403;0;0;7937;0;0;7466;0;0;0;0;"31";"47";"3147"
"3100000000480";7852;32608;20108;18892;0;0;11212;0;0;0;7680;0;0;0;"31";"48";"3148"
"3100000000490";7852;19685;13321;12859;0;0;7142;0;0;5717;0;0;0;0;"31";"49";"3149"
"3200000000020";7852;4369;3082;3000;0;0;1614;0;0;0;1386;0;0;0;"32";"02";"3202"
"3200000000040";7852;4130;2918;2805;0;0;1707;0;0;0;1098;0;0;0;"32";"04";"3204"
"3200000000080";7852;7448;5524;5137;0;0;2303;0;0;2834;0;0;0;0;"32";"08";"3208"
"3200000000110";7852;2641;1949;1901;0;0;662;0;0;852;387;0;0;0;"32";"11";"3211"
"3200000000180";7852;1837;1389;1332;0;0;723;0;0;609;0;0;0;0;"32";"18";"3218"
"3200000000210";7852;4241;3450;3366;0;0;0;1625;0;0;0;1741;0;0;"32";"21";"3221"
"3200000000230";7852;3375;2582;2517;0;0;1434;0;0;1083;0;0;0;0;"32";"23";"3223"
"3200000000240";7852;5668;4672;4589;0;0;2526;0;0;2063;0;0;0;0;"32";"24";"3224"
"3200000000270";7852;2369;1924;1881;0;0;0;0;897;0;984;0;0;0;"32";"27";"3227"
"3200000000280";7852;3599;2642;2518;0;0;1581;0;0;0;0;937;0;0;"32";"28";"3228"
"3200000000300";7852;6337;4504;4344;0;0;2041;0;0;2303;0;0;0;0;"32";"30";"3230"
"3300000000020";7852;22856;15421;14714;0;0;5599;0;0;9115;0;0;0;0;"33";"02";"3302"
"3300000000130";7852;14828;7991;7781;0;0;3381;0;0;0;4400;0;0;0;"33";"13";"3313"
"3300000000150";7852;8008;6198;6012;0;0;3078;0;0;0;2934;0;0;0;"33";"15";"3315"
"3300000000260";7852;8020;5533;5330;0;0;2018;0;0;3312;0;0;0;0;"33";"26";"3326"
"3300000000270";7852;15881;11295;10925;0;0;4778;0;0;0;0;6147;0;0;"33";"27";"3327"
"3300000000400";7852;7579;6275;6048;0;0;2658;0;0;3390;0;0;0;0;"33";"40";"3340"
"3300000000430";7852;5957;4806;4653;2584;0;0;0;0;0;2069;0;0;0;"33";"43";"3343"
"3300000000450";7852;2402;1848;1769;0;0;1198;0;0;0;0;571;0;0;"33";"45";"3345"
"3300000000500";7852;3282;2744;2701;0;0;1544;0;0;0;0;1157;0;0;"33";"50";"3350"
"3300000000520";7852;16358;9143;8740;5128;0;0;0;0;0;0;3612;0;0;"33";"52";"3352"
"3300000000550";7852;18139;11171;10653;0;0;5937;0;0;0;4716;0;0;0;"33";"55";"3355"
"3300000000560";7852;20490;12087;11775;0;0;5437;0;0;6338;0;0;0;0;"33";"56";"3356"
"3300000000580";7852;12146;6896;6569;0;0;3891;0;0;0;2678;0;0;0;"33";"58";"3358"
"3300000000610";7852;17107;11421;11095;0;0;5397;0;0;5698;0;0;0;0;"33";"61";"3361"
"3400000000060";7852;9612;6703;6317;0;0;4239;0;0;2078;0;0;0;0;"34";"06";"3406"
"3400000000070";7852;15410;11449;10844;0;0;4851;0;0;5993;0;0;0;0;"34";"07";"3407"
"3400000000100";7852;10595;7764;7326;0;0;4677;0;0;0;2649;0;0;0;"34";"10";"3410"
"3400000000130";7852;5910;4669;4512;0;0;2058;0;0;0;2454;0;0;0;"34";"13";"3413"
"3400000000170";7852;17650;13488;12817;0;0;6674;0;0;0;0;6143;0;0;"34";"17";"3417"
"3400000000180";7852;9458;8074;7872;0;0;4002;0;0;0;0;3870;0;0;"34";"18";"3418"
"3400000000190";7852;13996;10284;9866;0;0;4111;0;0;0;0;5755;0;0;"34";"19";"3419"
"3400000000240";7852;21812;13635;12988;0;0;4580;0;0;0;8408;0;0;0;"34";"24";"3424"
"3400000000250";7852;6871;5150;4856;0;0;3031;0;0;0;1825;0;0;0;"34";"25";"3425"
"3400000000280";7852;9418;7587;7245;3843;0;0;0;0;0;3402;0;0;0;"34";"28";"3428"
"3400000000300";7852;5788;4335;4045;0;0;2721;0;0;0;1324;0;0;0;"34";"30";"3430"
"3400000000310";7852;5593;4792;4686;0;0;0;0;0;2375;0;2311;0;0;"34";"31";"3431"
"3400000000340";7852;1321;1155;1142;0;0;566;0;0;576;0;0;0;0;"34";"34";"3434"
"3400000000350";7852;6310;4982;4745;0;0;2563;0;0;0;2182;0;0;0;"34";"35";"3435"
"3400000000370";7852;13291;9731;9357;4756;0;0;0;0;0;4601;0;0;0;"34";"37";"3437"
"3400000000380";7852;17868;11348;10708;0;0;5740;0;0;0;3725;0;1243;0;"34";"38";"3438"
"3400000000390";7852;19588;12872;12182;5568;0;0;0;0;6610;0;0;4;0;"34";"39";"3439"
"3400000000410";7852;20471;13602;12994;0;0;5283;0;0;7634;0;0;77;0;"34";"41";"3441"
"3400000000430";7852;13443;7505;6914;0;0;3688;0;0;0;0;0;3226;0;"34";"43";"3443"
"3400000000450";7852;11611;7118;6893;0;0;3533;0;0;3356;0;0;4;0;"34";"45";"3445"
"3400000000460";7852;14948;9283;8791;0;0;3556;0;0;5218;4;0;13;0;"34";"46";"3446"
"3500000000040";7852;5525;3832;3695;0;0;1283;0;0;0;0;2412;0;0;"35";"04";"3504"
"3500000000130";7852;12678;8415;8133;0;0;1858;0;0;4343;0;1932;0;0;"35";"13";"3513"
"3500000000190";7852;10083;7637;7439;0;0;3873;0;0;0;0;3566;0;0;"35";"19";"3519"
"3500000000200";7852;7372;5741;5567;0;0;0;0;0;1942;0;3625;0;0;"35";"20";"3520"
"3500000000260";7852;6192;4677;4486;0;0;1575;0;0;0;0;2911;0;0;"35";"26";"3526"
"3500000000360";7852;7802;6146;5968;0;0;0;0;0;0;0;5968;0;0;"35";"36";"3536"
"3500000000460";7852;14929;9359;9132;0;0;4542;0;0;4590;0;0;0;0;"35";"46";"3546"
"3500000000500";7852;12990;6099;5868;0;0;3525;0;0;0;2343;0;0;0;"35";"50";"3550"
"3600000000010";7852;6811;5501;5420;0;0;2792;0;0;2628;0;0;0;0;"36";"01";"3601"
"3600000000100";7852;3619;3215;3163;0;0;1581;0;0;0;1582;0;0;0;"36";"10";"3610"
"3600000000110";7852;3871;3110;3033;0;0;1601;0;0;0;0;1432;0;0;"36";"11";"3611"
"3600000000120";7852;9071;7259;7045;0;0;3460;0;0;0;3585;0;0;0;"36";"12";"3612"
"3600000000150";7852;3497;2875;2731;0;0;0;0;1522;0;1209;0;0;0;"36";"15";"3615"
"3600000000180";7852;5331;4078;3948;0;0;1871;0;0;0;2077;0;0;0;"36";"18";"3618"
"3600000000190";7852;4074;3161;3079;0;0;1633;0;0;0;0;1446;0;0;"36";"19";"3619"
"3600000000210";7852;4266;3249;3073;0;0;1274;0;0;0;1799;0;0;0;"36";"21";"3621"
"3600000000240";7852;11518;8062;7686;3799;0;0;0;0;0;3887;0;0;0;"36";"24";"3624"
"3600000000250";7852;10207;7322;7017;0;0;3133;0;0;3884;0;0;0;0;"36";"25";"3625"
"3700000000140";7852;12008;7426;7073;0;0;2836;0;0;0;0;4237;0;0;"37";"14";"3714"
"3700000000190";7852;6863;5004;4916;0;0;871;0;0;0;1744;2301;0;0;"37";"19";"3719"
"3700000000260";7852;12617;6720;6546;0;0;2842;0;0;0;3704;0;0;0;"37";"26";"3726"
"3700000000330";7852;11113;5719;5488;0;0;2479;0;0;0;0;3009;0;0;"37";"33";"3733"
"3700000000350";7852;8687;5198;5018;0;0;2422;0;0;0;2596;0;0;0;"37";"35";"3735"
"3700000000360";7852;10084;6334;5856;0;0;2276;0;0;0;3580;0;0;0;"37";"36";"3736"
"3700000000370";7852;9410;6704;6420;0;0;2605;0;0;0;0;3815;0;0;"37";"37";"3737"
"3800000000030";7852;7446;5375;5255;0;0;2480;0;0;0;2775;0;0;0;"38";"03";"3803"
"3800000000040";7852;12156;7963;7657;0;0;3576;0;0;0;0;4081;0;0;"38";"04";"3804"
"3800000000120";7852;17674;10441;10229;0;0;4833;0;0;5396;0;0;0;0;"38";"12";"3812"
"3800000000140";7852;11734;6958;6786;0;0;3783;0;0;3003;0;0;0;0;"38";"14";"3814"
"3800000000160";7852;2431;2124;2102;0;0;1063;0;0;1039;0;0;0;0;"38";"16";"3816"
"3800000000180";7852;2352;1912;1886;0;0;968;0;0;918;0;0;0;0;"38";"18";"3818"
"3800000000190";7852;12796;9144;9006;0;0;4990;0;0;4016;0;0;0;0;"38";"19";"3819"
"3800000000200";7852;9514;6761;6594;3279;0;0;0;0;0;0;3315;0;0;"38";"20";"3820"
"3800000000240";7852;24253;15646;14779;0;0;8350;0;0;0;0;6429;0;0;"38";"24";"3824"
"3800000000300";7852;12674;7907;7680;0;0;2815;0;0;4865;0;0;0;0;"38";"30";"3830"
"3800000000320";7852;13791;8574;8255;4394;0;0;0;0;0;3861;0;0;0;"38";"32";"3832"
"3800000000350";7852;6080;4356;4191;0;0;1951;0;0;0;0;2240;0;0;"38";"35";"3835"
"3800000000370";7852;8061;5438;5216;0;0;2882;0;0;0;2334;0;0;0;"38";"37";"3837"
"3800000000390";7852;16515;12301;11779;0;0;5263;0;0;6516;0;0;0;0;"38";"39";"3839"
"3800000000420";7852;5025;3056;2782;0;0;0;0;0;0;0;2782;0;0;"38";"42";"3842"
"3800000000450";7852;22226;14853;14439;0;0;6377;0;0;0;8062;0;0;0;"38";"45";"3845"
"3800000000470";7852;7999;4388;4165;2625;0;0;0;0;0;1540;0;0;0;"38";"47";"3847"
"3800000000510";7852;13732;9525;9184;0;0;4456;0;0;0;4728;0;0;0;"38";"51";"3851"
"3800000000520";7852;8974;5105;4912;2702;0;0;0;0;0;0;2210;0;0;"38";"52";"3852"
"3800000000550";7852;8610;6086;5952;0;0;3129;0;0;0;2823;0;0;0;"38";"55";"3855"
"3800000000560";7852;15052;8894;8690;0;0;4248;0;0;0;0;4442;0;0;"38";"56";"3856"
"3800000000570";7852;11211;6502;6378;0;0;3531;0;0;0;0;2847;0;0;"38";"57";"3857"
"3800000000580";7852;7153;4678;4498;0;0;2128;0;0;2370;0;0;0;0;"38";"58";"3858"
"3900000000010";7852;4956;3910;3769;0;0;1752;0;0;0;0;2017;0;0;"39";"01";"3901"
